Trip ID,SURVEYZONE_START,SURVEYZONE_END,qGENDER,qINCOME,qRACECODE,qCARACCESS,qPurposeRecode,Day Grouping,Within Zone?,Income Group,Purpose Grouping,qSustainableMode
1397,Manhattan Core,Southern Bronx,Female,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
1398,Northern Manhattan,Middle Queens,Female," 75,000 -  99,999",White,own car,Personal errands,Weekday,outside,middle income,Others,Yes
1399,Middle Queens,Middle Queens,Female,"50,000 -  74,999",White,NO car,Dining,Weekday,within,low income,Social,Yes
1400,Northern Manhattan,Northern Manhattan,Female,"150,000− 199,999",Asian,own car,Dining,Weekday,within,high income,Social,Yes
1401,Outer Queens,Outer Queens,Female," 75,000 -  99,999",White,own car,Medical visit (doctor's office),Weekday,within,middle income,Others,No
1402,Inner Queens,Manhattan Core,Male,"200,000 and above",Asian,NO car,Commute to/from work,Weekday,outside,high income,Work/School,Yes
1403,Northern Bronx,Northern Manhattan,Female,"100,000− 149,999",Hispanic,own car,Dining,Weekday,outside,middle income,Social,Yes
1404,Inner Queens,Inner Queens,Male,"100,000− 149,999",Asian,NO car,Social/recreation,Weekday,within,middle income,Social,Yes
1405,Manhattan Core,Manhattan Core,Female,"Less than 14,999",White,NO car,Dining,Weekday,within,low income,Social,Yes
1406,Southern Bronx,Southern Bronx,Female,"Less than 14,999",White,own car,Personal errands,Weekday,within,low income,Others,Yes
1407,Inner Brooklyn,Staten Island,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekday,outside,middle income,Work/School,No
1408,Northern Bronx,Manhattan Core,Female,"15,000− 24,999",Black,NO car,Social/recreation,Weekday,outside,low income,Social,Yes
1409,Manhattan Core,Middle Queens,Female,"35,000− 49,999",Asian,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
1410,Manhattan Core,Northern Manhattan,Female,"100,000− 149,999",Asian,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
1411,Inner Brooklyn,Southern Bronx,Male,"50,000 -  74,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
1412,Manhattan Core,Inner Brooklyn,Male,"25,000− 34,999",Black,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
1413,Northern Bronx,Manhattan Core,Male,"Less than 14,999",Asian,NO car,Business,Weekday,outside,low income,Work/School,Yes
1414,Manhattan Core,Northern Manhattan,Male,"200,000 and above",Hispanic,own car,Commute to/from work,Weekday,outside,high income,Work/School,Yes
1415,Middle Queens,Manhattan Core,Male," 75,000 -  99,999",White,NO car,Social/recreation,Weekday,outside,middle income,Social,Yes
1416,Inner Brooklyn,Outer Queens,Female,"100,000− 149,999",Black,own car,Social/recreation,Weekend,outside,middle income,Social,No
1417,Manhattan Core,Manhattan Core,Male,"35,000− 49,999",Black,NO car,Dining,Weekend,within,low income,Social,Yes
1418,Manhattan Core,Manhattan Core,Male,"50,000 -  74,999",Asian,NO car,Personal errands,Weekend,within,low income,Others,Yes
1419,Manhattan Core,Inner Brooklyn,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekend,outside,middle income,Work/School,No
1420,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",Asian,own car,Shopping,Weekend,within,low income,Social,Yes
1421,Outer Queens,Outer Queens,Male,"50,000 -  74,999",Hispanic,own car,Shopping,Weekend,within,low income,Social,Yes
1422,Northern Bronx,Northern Bronx,Female,"15,000− 24,999",Black,NO car,Commute to/from work,Weekend,within,low income,Work/School,Yes
1423,Manhattan Core,Inner Brooklyn,Male,"100,000− 149,999",Hispanic,own car,Commute to/from work,Weekend,outside,middle income,Work/School,Yes
1424,Manhattan Core,Manhattan Core,Female," 75,000 -  99,999",Other,NO car,Business,Weekend,within,middle income,Work/School,No
1425,Middle Queens,Inner Queens,Female,"150,000− 199,999",Other,NO car,Personal errands,Weekend,outside,high income,Others,Yes
1426,Inner Queens,Outer Queens,Female,"35,000− 49,999",Hispanic,NO car,Shopping,Weekend,outside,low income,Social,Yes
1427,Southern Bronx,Southern Bronx,Female," 75,000 -  99,999",Hispanic,NO car,Dining,Weekend,within,middle income,Social,Yes
1428,Inner Queens,Manhattan Core,Female,"50,000 -  74,999",Asian,own car,Dining,Weekend,outside,low income,Social,No
1429,Inner Brooklyn,Northern Manhattan,Male," 75,000 -  99,999",White,own car,Personal errands,Weekend,outside,middle income,Others,No
1430,Outer Queens,Outer Queens,Female,"50,000 -  74,999",White,own car,Social/recreation,Weekend,within,low income,Social,No
1431,Manhattan Core,Manhattan Core,Female,"35,000− 49,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
1432,Inner Brooklyn,Inner Brooklyn,Female," 75,000 -  99,999",White,NO car,Business,Weekend,within,middle income,Work/School,No
1433,Outer Queens,Manhattan Core,Female,"200,000 and above",White,own car,Social/recreation,Weekend,outside,high income,Social,No
1434,Staten Island,Staten Island,Female,"100,000− 149,999",White,own car,Business,Weekend,within,middle income,Work/School,No
1435,Inner Queens,Outer Queens,Male,"200,000 and above",White,own car,Commute to/from work,Weekend,outside,high income,Work/School,No
1436,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
1437,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",Black,NO car,Shopping,Weekend,within,low income,Social,Yes
1438,Southern Bronx,Southern Bronx,Male,"15,000− 24,999",Hispanic,own car,Personal errands,Weekend,within,low income,Others,No
1439,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,own car,Social/recreation,Weekend,within,middle income,Social,No
1440,Manhattan Core,Northern Manhattan,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekend,outside,middle income,Work/School,No
1441,Inner Brooklyn,Manhattan Core,Male,"35,000− 49,999",Hispanic,NO car,Dining,Weekend,outside,low income,Social,Yes
1442,Northern Manhattan,Northern Bronx,Male,"35,000− 49,999",Hispanic,NO car,Shopping,Weekend,outside,low income,Social,Yes
1443,Manhattan Core,Manhattan Core,Male,"25,000− 34,999",White,NO car,Other,Weekend,within,low income,Others,Yes
1444,Staten Island,Outer Brooklyn,Male,"100,000− 149,999",Hispanic,own car,Commute to/from work,Weekend,outside,middle income,Work/School,Yes
1445,Outer Queens,Outer Brooklyn,Male,"50,000 -  74,999",White,own car,Social/recreation,Weekend,outside,low income,Social,No
1446,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",Black,NO car,Social/recreation,Weekend,within,high income,Social,Yes
1447,Manhattan Core,Manhattan Core,Female,"35,000− 49,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
1448,Manhattan Core,Manhattan Core,Female," 75,000 -  99,999",White,NO car,Social/recreation,Weekend,within,middle income,Social,Yes
1449,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
1450,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",Asian,NO car,Commute to/from work,Weekend,within,high income,Work/School,Yes
1451,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",White,own car,Shopping,Weekend,within,middle income,Social,Yes
1452,Outer Queens,Outer Queens,Male," 75,000 -  99,999",Asian,own car,Personal errands,Weekend,within,middle income,Others,No
1453,Manhattan Core,Outer Brooklyn,Male,"100,000− 149,999",White,own car,Social/recreation,Weekend,outside,middle income,Social,Yes
1454,Northern Manhattan,Northern Manhattan,Male," 75,000 -  99,999",Black,NO car,Shopping,Weekend,within,middle income,Social,Yes
1455,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",White,NO car,Personal errands,Weekend,within,low income,Others,Yes
1456,Inner Brooklyn,Inner Brooklyn,Female,"100,000− 149,999",White,NO car,Dining,Weekend,within,middle income,Social,Yes
1457,Manhattan Core,Middle Queens,Female,"35,000− 49,999",White,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
1458,Northern Manhattan,Manhattan Core,Male,"35,000− 49,999",Hispanic,own car,School,Weekday,outside,low income,Work/School,No
1459,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",White,NO car,Shopping,Weekday,within,high income,Social,Yes
1460,Manhattan Core,Manhattan Core,Female," 75,000 -  99,999",White,NO car,Social/recreation,Weekday,within,middle income,Social,Yes
1461,Manhattan Core,Northern Bronx,Female,"50,000 -  74,999",Black,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
1462,Inner Queens,Inner Queens,Female," 75,000 -  99,999",White,NO car,Shopping,Weekday,within,middle income,Social,Yes
1463,Manhattan Core,Manhattan Core,Female," 75,000 -  99,999",White,NO car,Dining,Weekday,within,middle income,Social,Yes
1464,Outer Brooklyn,Outer Brooklyn,Female,"Less than 14,999",White,NO car,Shopping,Weekday,within,low income,Social,Yes
1465,Manhattan Core,Manhattan Core,Male," 75,000 -  99,999",White,NO car,Shopping,Weekday,within,middle income,Social,Yes
1466,Inner Brooklyn,Inner Brooklyn,Female,"100,000− 149,999",White,own car,Social/recreation,Weekday,within,middle income,Social,Yes
1467,Outer Queens,Inner Brooklyn,Male,"50,000 -  74,999",White,own car,Business,Weekday,outside,low income,Work/School,No
1468,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,Yes
1469,Northern Manhattan,Manhattan Core,Female,"25,000− 34,999",White,own car,Dining,Weekday,outside,low income,Social,Yes
1470,Middle Queens,Middle Queens,Male,"50,000 -  74,999",Hispanic,NO car,Shopping,Weekday,within,low income,Social,Yes
1471,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",Black,own car,Social/recreation,Weekend,within,low income,Social,Yes
1472,Manhattan Core,Outer Queens,Male,"100,000− 149,999",Asian,own car,Shopping,Weekend,outside,middle income,Social,Yes
1473,Manhattan Core,Manhattan Core,Male,"50,000 -  74,999",White,own car,Shopping,Weekend,within,low income,Social,Yes
1474,Staten Island,Staten Island,Female,"35,000− 49,999",White,own car,Other,Weekend,within,low income,Others,No
1475,Outer Queens,Inner Queens,Female," 75,000 -  99,999",Hispanic,NO car,Social/recreation,Weekend,outside,middle income,Social,No
1476,Manhattan Core,Outer Queens,Female,"100,000− 149,999",Asian,own car,Commute to/from work,Weekend,outside,middle income,Work/School,No
1477,Manhattan Core,Manhattan Core,Male," 75,000 -  99,999",Hispanic,NO car,Dining,Weekday,within,middle income,Social,Yes
1478,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Social/recreation,Weekday,within,low income,Social,Yes
1479,Staten Island,Staten Island,Male," 75,000 -  99,999",White,own car,Shopping,Weekday,within,middle income,Social,No
1480,Manhattan Core,Manhattan Core,Female," 75,000 -  99,999",White,NO car,Personal errands,Weekday,within,middle income,Others,Yes
1481,Manhattan Core,Outer Brooklyn,Male,"200,000 and above",White,NO car,Social/recreation,Weekday,outside,high income,Social,Yes
1482,Manhattan Core,Staten Island,Female,"150,000− 199,999",White,own car,Commute to/from work,Weekday,outside,high income,Work/School,Yes
1483,Northern Bronx,Northern Bronx,Female,"50,000 -  74,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,Yes
1484,Manhattan Core,Inner Brooklyn,Female,"50,000 -  74,999",Hispanic,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
1485,Middle Queens,Outer Queens,Female,"50,000 -  74,999",White,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
1486,Northern Manhattan,Northern Manhattan,Female,"100,000− 149,999",Black,own car,Personal errands,Weekday,within,middle income,Others,Yes
1487,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",Hispanic,own car,Social/recreation,Weekday,within,high income,Social,Yes
1488,Inner Queens,Inner Queens,Female," 75,000 -  99,999",White,own car,Social/recreation,Weekday,within,middle income,Social,Yes
1489,Outer Queens,Outer Queens,Male,"100,000− 149,999",White,own car,Personal errands,Weekday,within,middle income,Others,No
1490,Staten Island,Staten Island,Male,"100,000− 149,999",White,own car,Social/recreation,Weekday,within,middle income,Social,No
1491,Manhattan Core,Manhattan Core,Male,"200,000 and above",Other,NO car,Shopping,Weekday,within,high income,Social,Yes
1492,Manhattan Core,Manhattan Core,Female,"200,000 and above",White,NO car,Social/recreation,Weekday,within,high income,Social,Yes
1493,Manhattan Core,Northern Manhattan,Female,"Less than 14,999",Black,NO car,Dining,Weekday,outside,low income,Social,Yes
1494,Outer Brooklyn,Outer Brooklyn,Female,"35,000− 49,999",White,NO car,Accompanying other traveler,Weekday,within,low income,Others,Yes
1495,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",Other,own car,Accompanying other traveler,Weekday,within,low income,Others,Yes
1496,Inner Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,Yes
1497,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",White,own car,Shopping,Weekday,within,middle income,Social,No
1498,Outer Queens,Outer Queens,Male,"35,000− 49,999",Hispanic,own car,Commute to/from work,Weekday,within,low income,Work/School,No
1499,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,NO car,Social/recreation,Weekday,within,middle income,Social,Yes
1500,Northern Bronx,Northern Bronx,Male,"100,000− 149,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,No
1501,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
1502,Outer Brooklyn,Outer Brooklyn,Male,"50,000 -  74,999",White,own car,Commute to/from work,Weekday,within,low income,Work/School,No
1503,Manhattan Core,Manhattan Core,Female,"100,000− 149,999",Asian,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
1504,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,own car,Social/recreation,Weekday,within,middle income,Social,No
1505,Manhattan Core,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Social/recreation,Weekday,outside,low income,Social,Yes
1506,Manhattan Core,Inner Brooklyn,Female," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
1507,Manhattan Core,Northern Manhattan,Female,"200,000 and above",White,own car,Shopping,Weekday,outside,high income,Social,Yes
1508,Inner Queens,Manhattan Core,Female,"35,000− 49,999",White,NO car,Commute to/from work,Weekend,outside,low income,Work/School,Yes
1509,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",White,NO car,Personal errands,Weekday,within,middle income,Others,Yes
1510,Inner Brooklyn,Inner Brooklyn,Male,"15,000− 24,999",White,NO car,Shopping,Weekday,within,low income,Social,Yes
1511,Inner Brooklyn,Staten Island,Female," 75,000 -  99,999",White,own car,Dining,Weekday,outside,middle income,Social,No
1512,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
1513,Manhattan Core,Staten Island,Female,"15,000− 24,999",White,own car,Commute to/from work,Weekend,outside,low income,Work/School,Yes
1514,Inner Brooklyn,Inner Brooklyn,Male,"200,000 and above",White,NO car,Personal errands,Weekend,within,high income,Others,Yes
1515,Outer Queens,Northern Manhattan,Female,"35,000− 49,999",Black,NO car,Social/recreation,Weekend,outside,low income,Social,No
1516,Northern Bronx,Northern Bronx,Male,"50,000 -  74,999",Black,own car,Shopping,Weekend,within,low income,Social,No
1517,Manhattan Core,Northern Manhattan,Male,"100,000− 149,999",Black,own car,Dining,Weekend,outside,middle income,Social,No
1518,Staten Island,Staten Island,Female,"100,000− 149,999",White,own car,Social/recreation,Weekend,within,middle income,Social,No
